col,n,mean,std,mn,mx,q50,miss,nuniq,is_bin,prev,in01,has_neg,skew,group
AL_181,1486,0.011389684482462891,0.03881841900085596,9.720385606737811e-27,0.8587800000000266,0.00030656654162365,0.4930058000682361,1486,False,,True,False,12.13242623247593,FREQ
AL_182,1486,1.0,0.0,1.0,1.0,1.0,0.4930058000682361,1,True,1.0,True,False,0.0,BINARY
AL_183,985,0.5482233502538071,0.4979218916924313,0.0,1.0,1.0,0.6639372227908563,2,True,0.5482233502538071,True,False,-0.1937968527646664,BINARY
AL_184,985,0.010370760921195089,0.04210216661204881,3.40020396e-06,0.88608636,0.000278378186554,0.6639372227908563,984,False,,True,False,12.936930758534222,FREQ
AL_185,985,264690.0,0.0,264690.0,264690.0,264690.0,0.6639372227908563,1,False,,False,False,0.0,CONS_RAW
AL_186,2012,0.011452352866334791,0.04524605592728032,4.388601232537598e-21,0.9000000007095046,0.0007472904831832,0.3135448652337086,2012,False,,True,False,11.942812643585395,FREQ
AL_187,1041,0.5293077500864422,0.4992920574168968,0.0,1.0,1.0,0.6448311156601843,4,False,,True,False,-0.11740665288843516,OTHER
AL_188,1041,0.010278282351547017,0.04131475646820602,5.717471365328775e-41,0.8967423303994021,0.0002859650576919,0.6448311156601843,1041,False,,True,False,13.77370905688244,FREQ
AL_189,1041,0.5189037268060174,0.4971870217743506,0.0,1.0,1.0,0.6448311156601843,17,False,,True,False,-0.07881533809734567,OTHER
AL_190,1041,0.012816552029490766,0.04658428401158908,4.3902247057171287e-29,0.8681571902485299,0.000286224538525,0.6448311156601843,1041,False,,True,False,10.883769858496498,FREQ
AL_191,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_192,1041,0.4784461897185498,0.49553563000302503,0.0,1.0,0.0,0.6448311156601843,26,False,,True,False,0.08727301880173605,OTHER
AL_193,1041,0.5430641323007702,0.49751194028396195,0.0,1.0,1.0,0.6448311156601843,6,False,,True,False,-0.1734263939126308,OTHER
AL_194,1041,0.009151181098023674,0.04060745756088554,1.0278240341662204e-44,0.8976690000000097,0.0002506285931964,0.6448311156601843,1041,False,,True,False,15.166784446903636,FREQ
AL_195,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_196,1041,0.5075186282059811,0.49814527715142615,0.0,1.0,1.0,0.6448311156601843,16,False,,True,False,-0.029562156699145276,OTHER
AL_197,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_198,1041,0.5015047587496634,0.4944207576304456,0.0,1.0,0.5467335267622923,0.6448311156601843,40,False,,True,False,-0.005873519898456434,OTHER
AL_199,1041,0.011594855170763923,0.04295368535696941,2.6484775212722576e-31,0.9001123569210596,0.0002979226363247,0.6448311156601843,1041,False,,True,False,12.99989991437321,FREQ
AL_200,1041,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,0.6448311156601843,2,True,0.9990393852065321,True,False,-32.218022309546896,BINARY
AL_201,1041,0.46768912631400594,0.4822645239182421,0.0,1.0,0.2029443492858805,0.6448311156601843,98,False,,True,False,0.12581894279747757,SCORE01
AL_202,1041,0.5052070577573196,0.4972903734613926,0.0,1.0,0.6943906641503959,0.6448311156601843,18,False,,True,False,-0.020781807094875576,OTHER
AL_203,1041,0.012326901827713607,0.044393414511494776,1.5588054369488531e-31,0.9400258077429572,0.0001970735378592,0.6448311156601843,1038,False,,True,False,13.125338080152773,FREQ
AL_204,1041,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,0.6448311156601843,2,True,0.9990393852065321,True,False,-32.218022309546896,BINARY
AL_205,1041,0.5014634147595837,0.49534133636064714,0.0,1.0,0.5312998321931112,0.6448311156601843,35,False,,True,False,-0.005430851182099191,OTHER
AL_206,1041,0.5387463047009151,0.4978979607379119,0.0,1.0,1.0,0.6448311156601843,7,False,,True,False,-0.15571150385849258,OTHER
AL_207,1041,0.0110767752896844,0.04337031873618613,6.702078195682583e-31,0.900000000013457,0.0001361988,0.6448311156601843,1041,False,,True,False,12.982457631847085,FREQ
AL_208,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_209,1041,0.49977999031308945,0.4963909153808243,0.0,1.0,0.5061751058906246,0.6448311156601843,23,False,,True,False,0.0010814836194881494,OTHER
AL_210,1041,0.5266311905812426,0.4993634334516715,0.0,1.0,1.0,0.6448311156601843,3,False,,True,False,-0.10630538404142324,OTHER
AL_211,1041,0.010911885532429786,0.04419486464494321,6.768843743323083e-39,0.9045506936220592,0.0001595052693958,0.6448311156601843,1041,False,,True,False,13.169398813940619,FREQ
AL_212,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_213,1041,0.4892359915084767,0.4996930404316768,0.0,1.0,0.0,0.6448311156601843,4,False,,True,False,0.04257476626405947,OTHER
AL_214,752,0.5478248853120693,0.49794927684783835,0.0,1.0,1.0,0.7434322756738314,4,False,,True,False,-0.192334311881671,OTHER
AL_215,752,0.017661200882409387,0.06470406045687042,2.104380000000153e-05,0.9002137968548173,0.00098528305978535,0.7434322756738314,752,False,,True,False,8.393111410190597,FREQ
AL_216,752,0.9986702127659575,0.03646624787447364,0.0,1.0,1.0,0.7434322756738314,2,True,0.9986702127659575,True,False,-27.367888693831002,BINARY
AL_217,752,0.5078952117738227,0.49933887827178525,0.0,1.0,1.0,0.7434322756738314,7,False,,True,False,-0.032323613177956366,OTHER
AL_218,1041,0.494837212600192,0.4998093320976798,0.0,1.0,0.0,0.6448311156601843,4,False,,True,False,0.02051812660369429,OTHER
AL_219,1041,0.011329331179376356,0.04296650323375788,1.3908734124493319e-34,0.9000000005733392,0.000264869654181,0.6448311156601843,1039,False,,True,False,12.39134424964606,FREQ
AL_220,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_221,1041,0.5187296739801914,0.49840546546534786,0.0,1.0,1.0,0.6448311156601843,11,False,,True,False,-0.07407647504348923,OTHER
AL_222,1041,0.5221490615518778,0.4994325355156871,0.0,1.0,1.0,0.6448311156601843,5,False,,True,False,-0.08934427247249468,OTHER
AL_223,1041,0.5064004254165111,0.5000682933256627,0.0,1.0,1.0,0.6448311156601843,3,False,,True,False,-0.02525021052725455,OTHER
AL_224,1041,0.01084131423440055,0.042346140508271214,5.475383771348974e-18,0.8968867830583244,0.0003811331736075,0.6448311156601843,1041,False,,True,False,13.116857618113736,FREQ
AL_225,1041,0.5111636279490052,0.4996626222910332,0.0,1.0,1.0,0.6448311156601843,5,False,,True,False,-0.04495040480861775,OTHER
AL_226,1041,0.012391935977067553,0.04570054662947519,2.3504241216451127e-33,0.8563300961229084,0.0003625683856013,0.6448311156601843,1041,False,,True,False,11.091890889990676,FREQ
AL_227,1041,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,0.6448311156601843,2,True,0.9990393852065321,True,False,-32.218022309546896,BINARY
AL_228,1041,0.5133339796870053,0.49771305381039316,0.0,1.0,1.0,0.6448311156601843,16,False,,True,False,-0.050587408805091647,OTHER
AL_229,1041,0.5117873426811136,0.4996261011315794,0.0,1.0,1.0,0.6448311156601843,5,False,,True,False,-0.04649027889418668,OTHER
AL_230,1041,0.009180406094597186,0.04052222864811394,2.2510080216006545e-27,0.9027719932079058,0.0003074690106253,0.6448311156601843,1041,False,,True,False,15.295529049194144,FREQ
AL_231,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_232,1041,0.4889997206476313,0.49904123823078306,0.0,1.0,0.0,0.6448311156601843,8,False,,True,False,0.04420842791581555,OTHER
AL_233,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_234,1041,0.5295577824525222,0.4982200240002968,0.0,1.0,1.0,0.6448311156601843,8,False,,True,False,-0.11854587176134912,OTHER
AL_235,1041,0.011304011183356008,0.04379395475861621,1.8534361410653014e-39,0.9344638120781212,0.0002943324928657,0.6448311156601843,1041,False,,True,False,13.21726781047585,FREQ
AL_236,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_237,1041,0.5103242240814793,0.49628058999876284,0.0,1.0,0.9149370015367588,0.6448311156601843,25,False,,True,False,-0.042446161608837116,OTHER
AL_238,1041,0.49330053583889744,0.4988246762575603,0.0,1.0,0.0,0.6448311156601843,10,False,,True,False,0.027521305758373218,OTHER
AL_239,1041,0.011559637238450795,0.04375614615116908,4.5807212936460704e-37,0.8998470000008755,0.0001688861868037,0.6448311156601843,1041,False,,True,False,12.801893411047985,FREQ
AL_240,1041,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,0.6448311156601843,2,True,0.9990393852065321,True,False,-32.218022309546896,BINARY
AL_241,1041,0.5167225694440388,0.4975365385463955,0.0,1.0,1.0,0.6448311156601843,17,False,,True,False,-0.06579487272436485,OTHER
AL_242,1041,0.49860272466169936,0.49958684717644997,0.0,1.0,0.0613891645650922,0.6448311156601843,6,False,,True,False,0.00514020945752129,OTHER
AL_243,1041,0.01149886227325603,0.0446525491459138,2.8515743693285588e-33,0.9000219422971574,0.0001297527874105,0.6448311156601843,1041,False,,True,False,12.797082536405805,FREQ
AL_244,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_245,1041,0.514045726429294,0.49771439509607956,0.0,1.0,1.0,0.6448311156601843,14,False,,True,False,-0.057294533987476554,OTHER
AL_246,1041,0.5004803073967339,0.5002400960522527,0.0,1.0,1.0,0.6448311156601843,2,True,0.5004803073967339,True,False,-0.0019212304733729607,BINARY
AL_247,1041,0.011295454596910434,0.043740584054528166,4.150536702238266e-34,0.8998360848653515,0.000293513245848,0.6448311156601843,1041,False,,True,False,12.802837871548313,FREQ
AL_248,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_249,1041,0.5138078225059369,0.499405541357283,0.0,1.0,1.0,0.6448311156601843,6,False,,True,False,-0.05386165443643462,OTHER
AL_250,991,0.5547512745749815,0.4963412666252774,0.0,1.0,1.0,0.6618901398839986,6,False,,True,False,-0.21994203564517598,OTHER
AL_251,991,0.014391250095879615,0.057123666082121924,8.758803848555799e-06,0.9000000002069558,0.0007082565664213,0.6618901398839986,991,False,,True,False,9.489339058851074,FREQ
AL_252,991,0.9989909182643795,0.03176604689948979,0.0,1.0,1.0,0.6618901398839986,2,True,0.9989909182643795,True,False,-31.432483358796375,BINARY
AL_253,991,0.496468213925328,0.5002399815489962,0.0,1.0,0.0,0.6618901398839986,2,True,0.496468213925328,True,False,0.01412749674210921,BINARY
AL_254,1041,0.5115405771387759,0.4990872944460556,0.0,1.0,1.0,0.6448311156601843,8,False,,True,False,-0.04568296056194638,OTHER
AL_255,1041,0.011289900627756692,0.043615083389635344,2.745904307421747e-33,0.9003025488987747,0.0001652942560886,0.6448311156601843,1041,False,,True,False,11.967950429575287,FREQ
AL_256,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_257,1041,0.4857751280172462,0.4990999245834546,0.0,1.0,0.0,0.6448311156601843,12,False,,True,False,0.056701952052284975,OTHER
AL_258,1041,0.4899135446685879,0.5001385310197529,0.0,1.0,0.0,0.6448311156601843,2,True,0.4899135446685879,True,False,0.040354033123905494,BINARY
AL_259,1041,0.5341018251681076,0.49907547718692596,0.0,1.0,1.0,0.6448311156601843,2,True,0.5341018251681076,True,False,-0.13672567736420557,BINARY
AL_260,1041,0.010292228442410139,0.041925892637659105,3.4479613606058557e-17,0.8963728542634292,0.0002810853291321,0.6448311156601843,1041,False,,True,False,13.171060173610185,FREQ
AL_261,1041,0.5025659339238071,0.49945122510128415,0.0,1.0,1.0,0.6448311156601843,8,False,,True,False,-0.009748666179767496,OTHER
AL_262,1041,0.013162494192637583,0.04595108893976272,2.892597798997409e-31,0.8563505178349181,0.0003331207102817,0.6448311156601843,1041,False,,True,False,10.750657535834158,FREQ
AL_263,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_264,1041,0.4886742131978751,0.49867447137819215,0.0,1.0,0.0,0.6448311156601843,10,False,,True,False,0.04580918797785098,OTHER
AL_265,1041,0.546549294179216,0.497310929265849,0.0,1.0,1.0,0.6448311156601843,7,False,,True,False,-0.18787903750381033,OTHER
AL_266,1041,0.008759526726154621,0.03991631381378779,3.746633383848723e-32,0.8980119785024174,0.0001782235781785,0.6448311156601843,1041,False,,True,False,15.669226252400303,FREQ
AL_267,1041,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,0.6448311156601843,2,True,0.9990393852065321,True,False,-32.218022309546896,BINARY
AL_268,1041,0.5224197628576259,0.4982164510017216,0.0,1.0,1.0,0.6448311156601843,12,False,,True,False,-0.08891463052021294,OTHER
AL_269,1041,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,0.6448311156601843,2,True,0.9990393852065321,True,False,-32.218022309546896,BINARY
AL_270,1041,0.5279860625162612,0.4981982675389643,0.0,1.0,1.0,0.6448311156601843,11,False,,True,False,-0.11245224375687599,OTHER
AL_271,1041,0.01227476581353377,0.04524346958647568,6.014533402401039e-26,0.9874117576904664,0.0002707362872169,0.6448311156601843,1041,False,,True,False,13.41493971750852,FREQ
AL_272,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_273,1041,0.4624216025181887,0.4924787705337106,0.0,1.0,0.0,0.6448311156601843,43,False,,True,False,0.15190446703680524,OTHER
AL_274,1041,0.5558676698656748,0.49645889212357913,0.0,1.0,1.0,0.6448311156601843,6,False,,True,False,-0.225469623902458,OTHER
AL_275,1040,0.010621331834000243,0.04311004847039449,7.949535705347606e-29,0.8997966000024047,0.0001381896600832,0.6451722961446605,1040,False,,True,False,13.35544989251535,FREQ
AL_276,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_277,1041,0.4928642735379574,0.49699538280056055,0.0,1.0,0.0904804707301045,0.6448311156601843,19,False,,True,False,0.029187487405300472,OTHER
AL_278,1041,0.5393787813781531,0.498305272969156,0.0,1.0,1.0,0.6448311156601843,5,False,,True,False,-0.15889138053685548,OTHER
AL_279,1041,0.011636754875972358,0.0436969315287074,1.1775520281245863e-29,0.9000006090395046,0.0002354427163276,0.6448311156601843,1041,False,,True,False,12.748027544064454,FREQ
AL_280,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_281,1041,0.49705142673816977,0.4986806370058288,0.0,1.0,0.1793567525554089,0.6448311156601843,13,False,,True,False,0.012328326685222324,OTHER
AL_282,1041,0.5437079731027857,0.49832535636081954,0.0,1.0,1.0,0.6448311156601843,2,True,0.5437079731027857,True,False,-0.17550373844853098,BINARY
AL_283,1041,0.01153331297748384,0.043519504258650456,1.1808262191962469e-33,0.8998330926095846,0.0002550201734595,0.6448311156601843,1041,False,,True,False,12.832008768503279,FREQ
AL_284,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_285,1041,0.512553496865126,0.4998467057539501,0.0,1.0,1.0,0.6448311156601843,3,False,,True,False,-0.050358680995206136,OTHER
AL_286,979,0.5567689741886979,0.4967171426060075,0.0,1.0,1.0,0.665984305697714,4,False,,True,False,-0.2285187458717469,OTHER
AL_287,979,0.014687379176187726,0.057167554102412796,1.0050210268168832e-05,0.914701337280236,0.0007454755918857,0.665984305697714,978,False,,True,False,9.59628847655282,FREQ
AL_288,979,0.9979570990806946,0.04517534796279608,0.0,1.0,1.0,0.665984305697714,2,True,0.9979570990806946,True,False,-22.056791404982416,BINARY
AL_289,979,0.49595861286325255,0.499411578988089,0.0,1.0,0.0,0.665984305697714,6,False,,True,False,0.016648587256541846,OTHER
AL_290,1041,0.5131564093678268,0.4995342280647111,0.0,1.0,1.0,0.6448311156601843,5,False,,True,False,-0.05349919555483002,OTHER
AL_291,1041,0.011842499787752219,0.04336545299592275,4.27915245976562e-34,0.9000000018736539,0.0002425344620278,0.6448311156601843,1041,False,,True,False,12.267122364596297,FREQ
AL_292,1041,1.0,0.0,1.0,1.0,1.0,0.6448311156601843,1,True,1.0,True,False,0.0,BINARY
AL_293,1041,0.5148854904823107,0.49862305806024043,0.0,1.0,1.0,0.6448311156601843,9,False,,True,False,-0.06033608331545312,OTHER
AL_294,1041,0.5074534846366103,0.5000002033487874,0.0,1.0,1.0,0.6448311156601843,3,False,,True,False,-0.029461331943437967,OTHER
AL_295,1632,0.5122549019607843,0.5000030054850102,0.0,1.0,1.0,0.44319344933469806,2,True,0.5122549019607843,True,False,-0.04903433826670758,BINARY
AL_296,1632,0.009571974807920759,0.03562021167406939,5.575527000063594e-07,0.9024954404364992,0.00022594995373785,0.44319344933469806,1632,False,,True,False,14.707114799048478,FREQ
AL_297,1632,0.5378064637675034,0.4983418332316075,0.0,1.0,1.0,0.44319344933469806,7,False,,True,False,-0.1513357864190551,OTHER
AL_298,1632,0.01123783051756811,0.03831979280545263,4.2762350476239114e-37,0.8588179609795872,0.0003227700870073,0.44319344933469806,1632,False,,True,False,12.114577245250175,FREQ
AL_299,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_300,1632,0.5040152668675705,0.49977849605264635,0.0,1.0,1.0,0.44319344933469806,7,False,,True,False,-0.0164901494111213,OTHER
AL_301,1632,0.46431296860600757,0.48621107182911605,0.0,1.0,0.022400174864728797,0.44319344933469806,128,False,,True,False,0.1407249447624659,SCORE01
AL_302,1632,0.0109989650604241,0.03728395083044387,1.8330044743152893e-30,0.9000018177536526,0.00012991088966215,0.44319344933469806,1632,False,,True,False,12.915992614121643,FREQ
AL_303,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_304,1632,0.3736584484520482,0.43897527330736885,0.0,1.0,0.0073242635526064494,0.44319344933469806,425,False,,True,False,0.5109811955366143,SCORE01
AL_305,1632,0.4963235294117647,0.5001397359468699,0.0,1.0,0.0,0.44319344933469806,2,True,0.4963235294117647,True,False,0.014706279911296884,BINARY
AL_306,1632,0.008364281572965792,0.033695118470753634,2.583604105349787e-40,0.9056777288952256,0.00014485702504965,0.44319344933469806,1632,False,,True,False,17.088563957323995,FREQ
AL_307,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_308,1632,0.5178922432507321,0.4994244700101139,0.0,1.0,1.0,0.44319344933469806,7,False,,True,False,-0.07208333992329,OTHER
AL_309,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_310,1632,0.5072696215548395,0.49917010728376654,0.0,1.0,1.0,0.44319344933469806,11,False,,True,False,-0.029178246781070973,OTHER
AL_311,1632,0.010275368996890698,0.03599452205179076,5.713236469245599e-46,0.9001538991657192,0.00016252495050885,0.44319344933469806,1632,False,,True,False,14.16069658359131,FREQ
AL_312,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_313,1632,0.5012765518783445,0.49907633693046044,0.0,1.0,0.7311249349392686,0.44319344933469806,13,False,,True,False,-0.005568588388238776,OTHER
AL_314,1632,0.5182940289462528,0.4994796197837848,0.0,1.0,1.0,0.44319344933469806,5,False,,True,False,-0.07331657593463078,OTHER
AL_315,1632,0.01059234986969497,0.03764519309041036,3.44593184725799e-34,0.8998794266187612,0.0001437114792164,0.44319344933469806,1632,False,,True,False,14.048664035330352,FREQ
AL_316,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_317,1632,0.5006110281574017,0.49889226603383907,0.0,1.0,0.5381863358545289,0.44319344933469806,13,False,,True,False,-0.002370016342379463,OTHER
AL_318,1632,0.49886614234772775,0.5000740110988534,0.0,1.0,0.0,0.44319344933469806,3,False,,True,False,0.004754032454321271,OTHER
AL_319,1632,0.010996259037865908,0.038205236574390365,4.632876710509223e-35,0.9001696742075745,0.00012660900748435002,0.44319344933469806,1632,False,,True,False,13.074977798828181,FREQ
AL_320,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_321,1632,0.4792027395204627,0.4986637586247033,0.0,1.0,0.0,0.44319344933469806,10,False,,True,False,0.08335524327156331,OTHER
AL_322,1632,0.5104166666666666,0.5000447047253788,0.0,1.0,1.0,0.44319344933469806,2,True,0.5104166666666666,True,False,-0.04167571185654095,BINARY
AL_323,1632,0.01055918074128993,0.0368030820249844,1.7919845830502155e-34,0.9016426459935546,0.00024026890791240002,0.44319344933469806,1632,False,,True,False,14.074666213463459,FREQ
AL_324,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_325,1632,0.49387254901960786,0.5001156981346014,0.0,1.0,0.0,0.44319344933469806,2,True,0.49387254901960786,True,False,0.024511644602209354,BINARY
AL_326,1632,0.5214460784313726,0.4996929696532134,0.0,1.0,1.0,0.44319344933469806,2,True,0.5214460784313726,True,False,-0.0858633330664844,BINARY
AL_327,1632,0.012024059588552323,0.04688196557310741,1.4041625107585702e-09,0.9027961633468724,0.0004791655609538,0.44319344933469806,1632,False,,True,False,11.147423597583737,FREQ
AL_328,1632,0.9154411764705882,0.2783093417979895,0.0,1.0,1.0,0.44319344933469806,2,True,0.9154411764705882,True,False,-2.9863784814442718,BINARY
AL_329,1632,0.5066626384114575,0.4999005651724169,0.0,1.0,1.0,0.44319344933469806,4,False,,True,False,-0.026641985690593156,OTHER
AL_330,1632,0.5182560031275422,0.4995754903088899,0.0,1.0,1.0,0.44319344933469806,6,False,,True,False,-0.07330210410936719,OTHER
AL_331,1632,0.009310268934399202,0.03512659783293913,4.5420534073764746e-35,0.8999307584188133,0.00011863279015415001,0.44319344933469806,1632,False,,True,False,14.437473357018716,FREQ
AL_332,1632,1.0,0.0,1.0,1.0,1.0,0.44319344933469806,1,True,1.0,True,False,0.0,BINARY
AL_333,1632,0.5069008351401162,0.49941429256633724,0.0,1.0,1.0,0.44319344933469806,9,False,,True,False,-0.02706639950915578,OTHER
AL_334,1632,0.5018382352941176,0.5001498765524193,0.0,1.0,1.0,0.44319344933469806,2,True,0.5018382352941176,True,False,-0.007352990869753753,BINARY
EK_1,2572,5.263375543888258,0.5942580898696423,0.8555708775443118,6.17,5.3652253547116295,0.12248379392698738,2541,False,,False,False,-1.477216420756616,CONS_RAW
EK_2,2572,4.464253150152814,2.127250758537909,-11.9,6.17,5.098376727198788,0.12248379392698738,2483,False,,False,True,-3.246836327888807,CONS_RAW
EK_3,1601,3.0462020109412684,2.505198581697364,-11.368883072873354,7.0104182183515205,3.691725113453424,0.45377004435346296,1601,False,,False,True,-2.2506617886667724,CONS_RAW
EK_4,2572,0.8966469371294138,0.26561523738756776,0.0,1.0,0.9919246363832515,0.12248379392698738,1424,False,,True,False,-2.8098376267310496,OTHER
EK_5,2572,0.8051254281992734,0.3054559891762035,0.0,1.0,0.9609081362160259,0.12248379392698738,1940,False,,True,False,-1.6057714233443434,SCORE01
EK_6,2572,0.9057641298422295,0.25920776124951134,0.0,1.0,0.9945004600534679,0.12248379392698738,1374,False,,True,False,-3.002736262431054,OTHER
EK_7,2572,5.94422888200795,3.1725891965978232,-3.321952314661214,10.003,7.100061685578055,0.12248379392698738,2470,False,,False,True,-0.5993582668765335,CONS_RAW
EK_8,2572,0.5591477462237776,0.344740356889317,-5.716,0.756,0.639698075401234,0.12248379392698738,2383,False,,False,True,-6.57586732398878,CONS_RAW
EK_9,2324,7.482126223774361,3.905840224676478,-20.0,11.934,7.853835768247391,0.20709655407710678,2163,False,,False,True,-1.2860073270059942,CONS_RAW
